,,,29,,29,,,,,,,,,,,,,,,,,,,29,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8,,8,,,,,,,,,,,,,,,,,,,,8,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,47,,47,,,,,,,,,,,,,,,,,,,47,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,2,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,46,,,,,,,,,,,,,,,,,,,,46,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13,,,13,,,,,,,,,,,,,,,,,,,13,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,42,42,,,,,,,,,,,,,,,,,,,,42,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,7,,,,,,,,,,,,,,,,,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15,,,15,,,,,,,,,,,,,,,,,,,15,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30,,30,,,,,,,,,,,,,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16,,16,,,,,,,,,,,,,,,,,,,,16,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,25,,,,,,,,,,,,,,,,,,,,25,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,18,,18,,,,,,,,,,,,,,,,,,,,18,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,44,44,,,,,,,,,,,,,,,,,,,,44,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,12,,,,,,,,,,,,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27,,27,,,,,,,,,,,,,,,,,,,,27,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,10,,,,,,,,,,,,,,,,,,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,42,42,,,,,,,,,,,,,,,,,,,,42,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,,4,,,,,,,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37,,,37,,,,,,,,,,,,,,,,,,,,37,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,46,,,,,,,,,,,,,,,,,,,,46,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15,,,15,,,,,,,,,,,,,,,,,,,15,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,18,,18,,,,,,,,,,,,,,,,,,,,18,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15,,,15,,,,,,,,,,,,,,,,,,,15,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32,,32,,,,,,,,,,,,,,,,,,,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35,,,35,,,,,,,,,,,,,,,,,,,,35,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,9,,,,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37,,,37,,,,,,,,,,,,,,,,,,,,37,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8,,8,,,,,,,,,,,,,,,,,,,,8,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,25,,,,,,,,,,,,,,,,,,,,25,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,47,,47,,,,,,,,,,,,,,,,,,,47,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,10,,,,,,,,,,,,,,,,,,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,43,,43,,,,,,,,,,,,,,,,,,,43,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13,,,13,,,,,,,,,,,,,,,,,,,13,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,12,,,,,,,,,,,,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,46,,,,,,,,,,,,,,,,,,,,46,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,20,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,12,,,,,,,,,,,,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35,,,35,,,,,,,,,,,,,,,,,,,,35,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37,,,37,,,,,,,,,,,,,,,,,,,,37,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32,,32,,,,,,,,,,,,,,,,,,,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,46,,,,,,,,,,,,,,,,,,,,46,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13,,,13,,,,,,,,,,,,,,,,,,,13,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32,,32,,,,,,,,,,,,,,,,,,,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,12,,,,,,,,,,,,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,3,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,48,48,,,,,,,,,,,,,,,,,,,,48,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,28,28,,,,,,,,,,,,,,,,,,,,28,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17,,,17,,,,,,,,,,,,,,,,,,,17,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,42,42,,,,,,,,,,,,,,,,,,,,42,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,46,,,,,,,,,,,,,,,,,,,,46,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32,,32,,,,,,,,,,,,,,,,,,,,,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,34,,34,,,,,,,,,,,,,,,,,,,,,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,40,40,,,,,,,,,,,,,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,46,,,,,,,,,,,,,,,,,,,,46,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35,,,35,,,,,,,,,,,,,,,,,,,,35,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,10,,,,,,,,,,,,,,,,,,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,28,28,,,,,,,,,,,,,,,,,,,,28,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,2,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37,,,37,,,,,,,,,,,,,,,,,,,,37,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,6,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,46,,,,,,,,,,,,,,,,,,,,46,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14,,14,,,,,,,,,,,,,,,,,,,,14,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,21,,21,,,,,,,,,,,,,,,,,,,,21,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,26,26,,,,,,,,,,,,,,,,,,,,,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,26,26,,,,,,,,,,,,,,,,,,,,,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24,24,,,,,,,,,,,,,,,,,,,,,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17,,,17,,,,,,,,,,,,,,,,,,,17,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,28,28,,,,,,,,,,,,,,,,,,,,28,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,10,,,,,,,,,,,,,,,,,,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,6,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8,,8,,,,,,,,,,,,,,,,,,,,8,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,34,,34,,,,,,,,,,,,,,,,,,,,,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,7,,,,,,,,,,,,,,,,,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
