,,,25,,25,,,,,,,,,,,,,,,,,,,,25,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,6,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27,,27,,,,,,,,,,,,,,,,,,,,27,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,23,,23,,,,,,,,,,,,,,,,,,,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,3,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,36,,36,,,,,,,,,,,,,,,,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16,,16,,,,,,,,,,,,,,,,,,,,16,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,22,22,,,,,,,,,,,,,,,,,,,,,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14,,14,,,,,,,,,,,,,,,,,,,,14,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,43,,43,,,,,,,,,,,,,,,,,,,43,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,25,,,,,,,,,,,,,,,,,,,,25,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,44,44,,,,,,,,,,,,,,,,,,,,44,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,48,48,,,,,,,,,,,,,,,,,,,,48,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8,,8,,,,,,,,,,,,,,,,,,,,8,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,34,,34,,,,,,,,,,,,,,,,,,,,,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,7,,,,,,,,,,,,,,,,,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,47,,47,,,,,,,,,,,,,,,,,,,47,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19,,,19,,,,,,,,,,,,,,,,,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30,,30,,,,,,,,,,,,,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19,,,19,,,,,,,,,,,,,,,,,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31,,,31,,,,,,,,,,,,,,,,,,,31,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,20,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,6,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,48,48,,,,,,,,,,,,,,,,,,,,48,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,40,40,,,,,,,,,,,,,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,45,,45,,,,,,,,,,,,,,,,,,,45,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,21,,21,,,,,,,,,,,,,,,,,,,,21,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17,,,17,,,,,,,,,,,,,,,,,,,17,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,48,48,,,,,,,,,,,,,,,,,,,,48,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24,24,,,,,,,,,,,,,,,,,,,,,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,28,28,,,,,,,,,,,,,,,,,,,,28,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,26,26,,,,,,,,,,,,,,,,,,,,,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,20,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37,,,37,,,,,,,,,,,,,,,,,,,,37,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,36,,36,,,,,,,,,,,,,,,,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,2,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,43,,43,,,,,,,,,,,,,,,,,,,43,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,5,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,10,,,,,,,,,,,,,,,,,,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13,,,13,,,,,,,,,,,,,,,,,,,13,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,21,,21,,,,,,,,,,,,,,,,,,,,21,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,40,40,,,,,,,,,,,,,,,,,,,,40,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,47,,47,,,,,,,,,,,,,,,,,,,47,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,38,,38,,,,,,,,,,,,,,,,,,,,,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,3,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14,,14,,,,,,,,,,,,,,,,,,,,14,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,5,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37,,,37,,,,,,,,,,,,,,,,,,,,37,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,36,,36,,,,,,,,,,,,,,,,,,,,,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,11,,,,,,,,,,,,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,46,,,,,,,,,,,,,,,,,,,,46,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16,,16,,,,,,,,,,,,,,,,,,,,16,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,26,26,,,,,,,,,,,,,,,,,,,,,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13,,,13,,,,,,,,,,,,,,,,,,,13,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29,,29,,,,,,,,,,,,,,,,,,,29,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,49,,49,,,,,,,,,,,,,,,,,,,49,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,39,,,39,,,,,,,,,,,,,,,,,,,,39,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,25,,,,,,,,,,,,,,,,,,,,25,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,46,,,,,,,,,,,,,,,,,,,,46,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31,,,31,,,,,,,,,,,,,,,,,,,31,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,49,,49,,,,,,,,,,,,,,,,,,,49,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35,,,35,,,,,,,,,,,,,,,,,,,,35,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,20,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27,,27,,,,,,,,,,,,,,,,,,,,27,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,20,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,38,,38,,,,,,,,,,,,,,,,,,,,,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,12,,,,,,,,,,,,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,47,,47,,,,,,,,,,,,,,,,,,,47,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35,,,35,,,,,,,,,,,,,,,,,,,,35,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8,,8,,,,,,,,,,,,,,,,,,,,8,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,26,26,,,,,,,,,,,,,,,,,,,,,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,39,,,39,,,,,,,,,,,,,,,,,,,,39,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,47,,47,,,,,,,,,,,,,,,,,,,47,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,33,,,33,,,,,,,,,,,,,,,,,,,,33,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,9,,,,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,25,,,,,,,,,,,,,,,,,,,,25,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,9,,,,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19,,,19,,,,,,,,,,,,,,,,,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,43,,43,,,,,,,,,,,,,,,,,,,43,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31,,,31,,,,,,,,,,,,,,,,,,,31,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19,,,19,,,,,,,,,,,,,,,,,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31,,,31,,,,,,,,,,,,,,,,,,,31,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37,,,37,,,,,,,,,,,,,,,,,,,,37,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,3,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,39,,,39,,,,,,,,,,,,,,,,,,,,39,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,26,26,,,,,,,,,,,,,,,,,,,,,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,46,,,,,,,,,,,,,,,,,,,,46,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,10,,,,,,,,,,,,,,,,,,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24,24,,,,,,,,,,,,,,,,,,,,,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,12,,,,,,,,,,,,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,2,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19,,,19,,,,,,,,,,,,,,,,,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30,,30,,,,,,,,,,,,,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31,,,31,,,,,,,,,,,,,,,,,,,31,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35,,,35,,,,,,,,,,,,,,,,,,,,35,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,48,48,,,,,,,,,,,,,,,,,,,,48,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,46,,,,,,,,,,,,,,,,,,,,46,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,39,,,39,,,,,,,,,,,,,,,,,,,,39,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19,,,19,,,,,,,,,,,,,,,,,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,34,,34,,,,,,,,,,,,,,,,,,,,,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,33,,,33,,,,,,,,,,,,,,,,,,,,33,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,2,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,33,,,33,,,,,,,,,,,,,,,,,,,,33,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31,,,31,,,,,,,,,,,,,,,,,,,31,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29,,29,,,,,,,,,,,,,,,,,,,29,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19,,,19,,,,,,,,,,,,,,,,,,,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,5,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16,,16,,,,,,,,,,,,,,,,,,,,16,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24,24,,,,,,,,,,,,,,,,,,,,,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16,,16,,,,,,,,,,,,,,,,,,,,16,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,47,,47,,,,,,,,,,,,,,,,,,,47,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16,,16,,,,,,,,,,,,,,,,,,,,16,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,6,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,,4,,,,,,,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,9,,,,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,5,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,21,,21,,,,,,,,,,,,,,,,,,,,21,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,45,,45,,,,,,,,,,,,,,,,,,,45,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30,,30,,,,,,,,,,,,,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17,,,17,,,,,,,,,,,,,,,,,,,17,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35,,,35,,,,,,,,,,,,,,,,,,,,35,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,2,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,25,,,,,,,,,,,,,,,,,,,,25,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,20,20,,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37,,,37,,,,,,,,,,,,,,,,,,,,37,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,10,,,,,,,,,,,,,,,,,,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,38,,38,,,,,,,,,,,,,,,,,,,,,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,49,,49,,,,,,,,,,,,,,,,,,,49,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,46,,,,,,,,,,,,,,,,,,,,46,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,12,,,,,,,,,,,,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,25,,,,,,,,,,,,,,,,,,,,25,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17,,,17,,,,,,,,,,,,,,,,,,,17,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27,,27,,,,,,,,,,,,,,,,,,,,27,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,23,,23,,,,,,,,,,,,,,,,,,,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,46,46,,,,,,,,,,,,,,,,,,,,46,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,30,,30,,,,,,,,,,,,,,,,,,,,30,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,27,,27,,,,,,,,,,,,,,,,,,,,27,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16,,16,,,,,,,,,,,,,,,,,,,,16,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,34,,34,,,,,,,,,,,,,,,,,,,,,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,5,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35,,,35,,,,,,,,,,,,,,,,,,,,35,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,9,,,,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,,4,,,,,,,,,,,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,10,,,,,,,,,,,,,,,,,,,,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,25,,25,,,,,,,,,,,,,,,,,,,,25,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,48,48,,,,,,,,,,,,,,,,,,,,48,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,28,28,,,,,,,,,,,,,,,,,,,,28,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,17,,,17,,,,,,,,,,,,,,,,,,,17,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,49,,49,,,,,,,,,,,,,,,,,,,49,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,26,26,,,,,,,,,,,,,,,,,,,,,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,23,,23,,,,,,,,,,,,,,,,,,,,23,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,45,,45,,,,,,,,,,,,,,,,,,,45,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,12,,,,,,,,,,,,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,12,,,,,,,,,,,,,,,,,,,,12,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29,,29,,,,,,,,,,,,,,,,,,,29,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
